strain	transcript	ens_gene	ext_gene	expression	pSTR	str_genotype	genotype	STRallele
JT11398	F01F1.7.1	WBGene00017162	ddx-23	5.9127021274051	STR_13795	STR length	30	REF
JU1172	F01F1.7.1	WBGene00017162	ddx-23	5.60196694253964	STR_13795	STR length	30	REF
JU1200	F01F1.7.1	WBGene00017162	ddx-23	6.06984448044799	STR_13795	STR length	30	REF
JU1212	F01F1.7.1	WBGene00017162	ddx-23	6.06281714602405	STR_13795	STR length	30	REF
JU1246	F01F1.7.1	WBGene00017162	ddx-23	6.04542677112458	STR_13795	STR length	30	REF
JU1395	F01F1.7.1	WBGene00017162	ddx-23	5.88723249771414	STR_13795	STR length	30	REF
JU1440	F01F1.7.1	WBGene00017162	ddx-23	5.83442642957953	STR_13795	STR length	30	REF
JU1530	F01F1.7.1	WBGene00017162	ddx-23	5.61757750125007	STR_13795	STR length	30	REF
JU1543	F01F1.7.1	WBGene00017162	ddx-23	5.93189003307968	STR_13795	STR length	30	REF
JU1581	F01F1.7.1	WBGene00017162	ddx-23	5.81834772000641	STR_13795	STR length	30	REF
JU1586	F01F1.7.1	WBGene00017162	ddx-23	5.72605975073205	STR_13795	STR length	30	REF
JU1652	F01F1.7.1	WBGene00017162	ddx-23	5.83486122756227	STR_13795	STR length	30	REF
JU1666	F01F1.7.1	WBGene00017162	ddx-23	5.83486635763286	STR_13795	STR length	30	REF
JU1792	F01F1.7.1	WBGene00017162	ddx-23	5.76496403573243	STR_13795	STR length	30	REF
JU1793	F01F1.7.1	WBGene00017162	ddx-23	5.89946963195494	STR_13795	STR length	30	REF
JU1808	F01F1.7.1	WBGene00017162	ddx-23	5.75052477560895	STR_13795	STR length	30	REF
JU1896	F01F1.7.1	WBGene00017162	ddx-23	5.86071012104361	STR_13795	STR length	30	REF
JU1934	F01F1.7.1	WBGene00017162	ddx-23	6.03100845161677	STR_13795	STR length	30	REF
JU2007	F01F1.7.1	WBGene00017162	ddx-23	5.85758832878682	STR_13795	STR length	30	REF
JU2016	F01F1.7.1	WBGene00017162	ddx-23	6.05615992215701	STR_13795	STR length	30	REF
JU2017	F01F1.7.1	WBGene00017162	ddx-23	5.96964754268571	STR_13795	STR length	30	REF
JU2106	F01F1.7.1	WBGene00017162	ddx-23	5.94212732410325	STR_13795	STR length	30	REF
JU2141	F01F1.7.1	WBGene00017162	ddx-23	5.84732295999854	STR_13795	STR length	30	REF
JU2257	F01F1.7.1	WBGene00017162	ddx-23	6.00025483869272	STR_13795	STR length	30	REF
JU2478	F01F1.7.1	WBGene00017162	ddx-23	5.86112430893914	STR_13795	STR length	30	REF
JU2513	F01F1.7.1	WBGene00017162	ddx-23	5.98449200473254	STR_13795	STR length	30	REF
JU2534	F01F1.7.1	WBGene00017162	ddx-23	5.89823894426997	STR_13795	STR length	30	REF
JU2565	F01F1.7.1	WBGene00017162	ddx-23	5.89826073410934	STR_13795	STR length	30	REF
JU2566	F01F1.7.1	WBGene00017162	ddx-23	5.93878208822089	STR_13795	STR length	30	REF
JU2572	F01F1.7.1	WBGene00017162	ddx-23	5.84714373591766	STR_13795	STR length	30	REF
JU2575	F01F1.7.1	WBGene00017162	ddx-23	5.84553191696466	STR_13795	STR length	30	REF
JU2576	F01F1.7.1	WBGene00017162	ddx-23	5.75391673089414	STR_13795	STR length	30	REF
JU2578	F01F1.7.1	WBGene00017162	ddx-23	5.78840612142692	STR_13795	STR length	30	REF
JU2581	F01F1.7.1	WBGene00017162	ddx-23	5.81260658601256	STR_13795	STR length	30	REF
JU2592	F01F1.7.1	WBGene00017162	ddx-23	5.80482572356087	STR_13795	STR length	30	REF
JU2600	F01F1.7.1	WBGene00017162	ddx-23	5.79337985522802	STR_13795	STR length	30	REF
JU2610	F01F1.7.1	WBGene00017162	ddx-23	5.62395025530999	STR_13795	STR length	30	REF
JU2811	F01F1.7.1	WBGene00017162	ddx-23	5.94007428165296	STR_13795	STR length	30	REF
JU2838	F01F1.7.1	WBGene00017162	ddx-23	5.92054906933529	STR_13795	STR length	30	REF
JU2841	F01F1.7.1	WBGene00017162	ddx-23	5.90126404869816	STR_13795	STR length	30	REF
JU2862	F01F1.7.1	WBGene00017162	ddx-23	5.90784279398862	STR_13795	STR length	30	REF
JU2866	F01F1.7.1	WBGene00017162	ddx-23	5.89756474406362	STR_13795	STR length	30	REF
JU2879	F01F1.7.1	WBGene00017162	ddx-23	5.8498669346597	STR_13795	STR length	30	REF
JU2906	F01F1.7.1	WBGene00017162	ddx-23	5.93838893009382	STR_13795	STR length	30	REF
JU2907	F01F1.7.1	WBGene00017162	ddx-23	5.95519978747934	STR_13795	STR length	30	REF
JU310	F01F1.7.1	WBGene00017162	ddx-23	5.91345217219996	STR_13795	STR length	30	REF
JU3128	F01F1.7.1	WBGene00017162	ddx-23	6.00821912563963	STR_13795	STR length	30	REF
JU3132	F01F1.7.1	WBGene00017162	ddx-23	5.81766251996884	STR_13795	STR length	30	REF
JU3134	F01F1.7.1	WBGene00017162	ddx-23	5.90856412015422	STR_13795	STR length	30	REF
JU323	F01F1.7.1	WBGene00017162	ddx-23	5.7328576585674	STR_13795	STR length	30	REF
JU360	F01F1.7.1	WBGene00017162	ddx-23	5.87688105980996	STR_13795	STR length	30	REF
JU367	F01F1.7.1	WBGene00017162	ddx-23	5.81483500244852	STR_13795	STR length	30	REF
JU394	F01F1.7.1	WBGene00017162	ddx-23	5.99062977539254	STR_13795	STR length	30	REF
JU440	F01F1.7.1	WBGene00017162	ddx-23	5.89458138839401	STR_13795	STR length	30	REF
JU782	F01F1.7.1	WBGene00017162	ddx-23	5.88989530313354	STR_13795	STR length	30	REF
JU830	F01F1.7.1	WBGene00017162	ddx-23	5.85820907386557	STR_13795	STR length	30	REF
JU847	F01F1.7.1	WBGene00017162	ddx-23	5.91035417025245	STR_13795	STR length	30	REF
KR314	F01F1.7.1	WBGene00017162	ddx-23	5.85626520417295	STR_13795	STR length	30	REF
MY16	F01F1.7.1	WBGene00017162	ddx-23	5.91881894834576	STR_13795	STR length	30	REF
MY18	F01F1.7.1	WBGene00017162	ddx-23	5.89844269338049	STR_13795	STR length	30	REF
MY1	F01F1.7.1	WBGene00017162	ddx-23	5.6193652955638	STR_13795	STR length	30	REF
MY2147	F01F1.7.1	WBGene00017162	ddx-23	5.96927811881783	STR_13795	STR length	30	REF
MY2212	F01F1.7.1	WBGene00017162	ddx-23	5.95802926776998	STR_13795	STR length	30	REF
MY2573	F01F1.7.1	WBGene00017162	ddx-23	5.84068321698648	STR_13795	STR length	30	REF
MY2585	F01F1.7.1	WBGene00017162	ddx-23	5.9262176324547	STR_13795	STR length	30	REF
MY2713	F01F1.7.1	WBGene00017162	ddx-23	5.92934665036504	STR_13795	STR length	30	REF
MY518	F01F1.7.1	WBGene00017162	ddx-23	5.84994385617832	STR_13795	STR length	30	REF
MY772	F01F1.7.1	WBGene00017162	ddx-23	6.0938563734517	STR_13795	STR length	30	REF
MY795	F01F1.7.1	WBGene00017162	ddx-23	5.89315794807802	STR_13795	STR length	30	REF
MY920	F01F1.7.1	WBGene00017162	ddx-23	5.94180085696772	STR_13795	STR length	30	REF
N2	F01F1.7.1	WBGene00017162	ddx-23	5.95582247918054	STR_13795	STR length	30	REF
NIC199	F01F1.7.1	WBGene00017162	ddx-23	5.82286754141253	STR_13795	STR length	30	REF
NIC207	F01F1.7.1	WBGene00017162	ddx-23	5.84051130763416	STR_13795	STR length	30	REF
NIC242	F01F1.7.1	WBGene00017162	ddx-23	5.9339876445576	STR_13795	STR length	30	REF
NIC251	F01F1.7.1	WBGene00017162	ddx-23	5.90346859802374	STR_13795	STR length	30	REF
NIC252	F01F1.7.1	WBGene00017162	ddx-23	5.73208430680617	STR_13795	STR length	30	REF
NIC255	F01F1.7.1	WBGene00017162	ddx-23	5.89565926528637	STR_13795	STR length	30	REF
NIC265	F01F1.7.1	WBGene00017162	ddx-23	6.02202985209354	STR_13795	STR length	30	REF
NIC266	F01F1.7.1	WBGene00017162	ddx-23	5.78940052673138	STR_13795	STR length	30	REF
NIC267	F01F1.7.1	WBGene00017162	ddx-23	5.79888276017751	STR_13795	STR length	30	REF
NIC268	F01F1.7.1	WBGene00017162	ddx-23	6.30296724277374	STR_13795	STR length	30	REF
NIC277	F01F1.7.1	WBGene00017162	ddx-23	6.09727138687526	STR_13795	STR length	30	REF
NIC2	F01F1.7.1	WBGene00017162	ddx-23	5.87864141666611	STR_13795	STR length	30	REF
NIC501	F01F1.7.1	WBGene00017162	ddx-23	5.69739224756623	STR_13795	STR length	30	REF
NIC511	F01F1.7.1	WBGene00017162	ddx-23	5.89568944721909	STR_13795	STR length	30	REF
NIC515	F01F1.7.1	WBGene00017162	ddx-23	5.93882141110013	STR_13795	STR length	30	REF
NIC523	F01F1.7.1	WBGene00017162	ddx-23	5.7604698482918	STR_13795	STR length	30	REF
NIC526	F01F1.7.1	WBGene00017162	ddx-23	5.88617838642743	STR_13795	STR length	30	REF
NIC527	F01F1.7.1	WBGene00017162	ddx-23	5.79346695306285	STR_13795	STR length	30	REF
NIC528	F01F1.7.1	WBGene00017162	ddx-23	5.75204135224925	STR_13795	STR length	30	REF
NIC529	F01F1.7.1	WBGene00017162	ddx-23	5.790731561192	STR_13795	STR length	30	REF
PS2025	F01F1.7.1	WBGene00017162	ddx-23	5.88673346485918	STR_13795	STR length	30	REF
PX179	F01F1.7.1	WBGene00017162	ddx-23	5.99014517009225	STR_13795	STR length	30	REF
QG2075	F01F1.7.1	WBGene00017162	ddx-23	5.85577444080757	STR_13795	STR length	30	REF
QG556	F01F1.7.1	WBGene00017162	ddx-23	5.75519009382354	STR_13795	STR length	30	REF
QW947	F01F1.7.1	WBGene00017162	ddx-23	5.98536401968309	STR_13795	STR length	30	REF
QX1212	F01F1.7.1	WBGene00017162	ddx-23	6.01315620727418	STR_13795	STR length	30	REF
QX1233	F01F1.7.1	WBGene00017162	ddx-23	5.98916059106649	STR_13795	STR length	30	REF
QX1791	F01F1.7.1	WBGene00017162	ddx-23	5.93799883990824	STR_13795	STR length	30	REF
QX1794	F01F1.7.1	WBGene00017162	ddx-23	5.74140932062693	STR_13795	STR length	30	REF
WN2050	F01F1.7.1	WBGene00017162	ddx-23	5.88827596242379	STR_13795	STR length	30	REF
XZ1513	F01F1.7.1	WBGene00017162	ddx-23	5.85457058661862	STR_13795	STR length	30	REF
XZ1515	F01F1.7.1	WBGene00017162	ddx-23	5.69099824388017	STR_13795	STR length	30	REF
BRC20067	F01F1.7.1	WBGene00017162	ddx-23	5.92034025491133	STR_13795	STR length	13	ALT
CX11271	F01F1.7.1	WBGene00017162	ddx-23	5.64887323658404	STR_13795	STR length	13	ALT
CX11285	F01F1.7.1	WBGene00017162	ddx-23	5.63600738027872	STR_13795	STR length	13	ALT
ECA372	F01F1.7.1	WBGene00017162	ddx-23	5.89104582031903	STR_13795	STR length	13	ALT
ED3040	F01F1.7.1	WBGene00017162	ddx-23	5.79604437699301	STR_13795	STR length	13	ALT
ED3048	F01F1.7.1	WBGene00017162	ddx-23	5.9323236768643	STR_13795	STR length	13	ALT
ED3049	F01F1.7.1	WBGene00017162	ddx-23	5.7853968638699	STR_13795	STR length	13	ALT
ED3052	F01F1.7.1	WBGene00017162	ddx-23	5.7077008011279	STR_13795	STR length	13	ALT
GXW1	F01F1.7.1	WBGene00017162	ddx-23	5.72444985052503	STR_13795	STR length	13	ALT
JU1088	F01F1.7.1	WBGene00017162	ddx-23	5.84180743101494	STR_13795	STR length	13	ALT
JU1242	F01F1.7.1	WBGene00017162	ddx-23	5.59204608793991	STR_13795	STR length	13	ALT
JU1409	F01F1.7.1	WBGene00017162	ddx-23	5.72198334105546	STR_13795	STR length	13	ALT
JU1491	F01F1.7.1	WBGene00017162	ddx-23	5.76785956271692	STR_13795	STR length	13	ALT
JU2001	F01F1.7.1	WBGene00017162	ddx-23	5.79700016895871	STR_13795	STR length	13	ALT
JU2131	F01F1.7.1	WBGene00017162	ddx-23	5.67777382879539	STR_13795	STR length	13	ALT
JU2234	F01F1.7.1	WBGene00017162	ddx-23	5.80119340464709	STR_13795	STR length	13	ALT
JU2250	F01F1.7.1	WBGene00017162	ddx-23	5.78637216211605	STR_13795	STR length	13	ALT
JU2464	F01F1.7.1	WBGene00017162	ddx-23	5.92559481206455	STR_13795	STR length	13	ALT
JU2466	F01F1.7.1	WBGene00017162	ddx-23	5.69298829542931	STR_13795	STR length	13	ALT
JU2522	F01F1.7.1	WBGene00017162	ddx-23	5.84124401097228	STR_13795	STR length	13	ALT
JU2526	F01F1.7.1	WBGene00017162	ddx-23	5.73089678544889	STR_13795	STR length	13	ALT
JU2570	F01F1.7.1	WBGene00017162	ddx-23	5.62777459354129	STR_13795	STR length	13	ALT
JU2586	F01F1.7.1	WBGene00017162	ddx-23	5.85161333537456	STR_13795	STR length	13	ALT
JU2619	F01F1.7.1	WBGene00017162	ddx-23	5.85146738812931	STR_13795	STR length	13	ALT
JU2853	F01F1.7.1	WBGene00017162	ddx-23	5.90734765553491	STR_13795	STR length	13	ALT
JU3140	F01F1.7.1	WBGene00017162	ddx-23	5.76612451653342	STR_13795	STR length	13	ALT
JU397	F01F1.7.1	WBGene00017162	ddx-23	5.72778743837348	STR_13795	STR length	13	ALT
JU774	F01F1.7.1	WBGene00017162	ddx-23	5.55700025229458	STR_13795	STR length	13	ALT
JU775	F01F1.7.1	WBGene00017162	ddx-23	5.86784983853028	STR_13795	STR length	13	ALT
JU778	F01F1.7.1	WBGene00017162	ddx-23	5.91305816640677	STR_13795	STR length	13	ALT
JU792	F01F1.7.1	WBGene00017162	ddx-23	5.71817026097978	STR_13795	STR length	13	ALT
LKC34	F01F1.7.1	WBGene00017162	ddx-23	5.75358459861415	STR_13795	STR length	13	ALT
MY10	F01F1.7.1	WBGene00017162	ddx-23	5.94726317139945	STR_13795	STR length	13	ALT
NIC1	F01F1.7.1	WBGene00017162	ddx-23	5.67593881847091	STR_13795	STR length	13	ALT
NIC231	F01F1.7.1	WBGene00017162	ddx-23	5.74553249337178	STR_13795	STR length	13	ALT
NIC236	F01F1.7.1	WBGene00017162	ddx-23	5.72318348691495	STR_13795	STR length	13	ALT
NIC256	F01F1.7.1	WBGene00017162	ddx-23	5.78436631455992	STR_13795	STR length	13	ALT
NIC258	F01F1.7.1	WBGene00017162	ddx-23	5.6409640021946	STR_13795	STR length	13	ALT
NIC260	F01F1.7.1	WBGene00017162	ddx-23	5.46317371227024	STR_13795	STR length	13	ALT
NIC261	F01F1.7.1	WBGene00017162	ddx-23	5.74184165078569	STR_13795	STR length	13	ALT
NIC271	F01F1.7.1	WBGene00017162	ddx-23	5.74576147650204	STR_13795	STR length	13	ALT
NIC274	F01F1.7.1	WBGene00017162	ddx-23	5.57925105499783	STR_13795	STR length	13	ALT
NIC275	F01F1.7.1	WBGene00017162	ddx-23	5.70106545968278	STR_13795	STR length	13	ALT
NIC276	F01F1.7.1	WBGene00017162	ddx-23	5.84457847344448	STR_13795	STR length	13	ALT
NIC513	F01F1.7.1	WBGene00017162	ddx-23	5.57813415268035	STR_13795	STR length	13	ALT
NIC514	F01F1.7.1	WBGene00017162	ddx-23	5.79788770467628	STR_13795	STR length	13	ALT
QX1792	F01F1.7.1	WBGene00017162	ddx-23	5.64980971887625	STR_13795	STR length	13	ALT
QX1793	F01F1.7.1	WBGene00017162	ddx-23	5.89067787434877	STR_13795	STR length	13	ALT
AB1	F23F12.12.1	WBGene00017756	F23F12.12	3.90014967086183	STR_13795	STR length	30	REF
BRC20263	F23F12.12.1	WBGene00017756	F23F12.12	4.15241563858165	STR_13795	STR length	30	REF
CB4852	F23F12.12.1	WBGene00017756	F23F12.12	4.55348607119903	STR_13795	STR length	30	REF
CB4856	F23F12.12.1	WBGene00017756	F23F12.12	3.93983223160676	STR_13795	STR length	30	REF
CX11254	F23F12.12.1	WBGene00017756	F23F12.12	4.5239028293545	STR_13795	STR length	30	REF
CX11262	F23F12.12.1	WBGene00017756	F23F12.12	2.8638685802422	STR_13795	STR length	30	REF
CX11264	F23F12.12.1	WBGene00017756	F23F12.12	3.98872668354763	STR_13795	STR length	30	REF
CX11276	F23F12.12.1	WBGene00017756	F23F12.12	3.93179367318755	STR_13795	STR length	30	REF
CX11292	F23F12.12.1	WBGene00017756	F23F12.12	3.5962319098666	STR_13795	STR length	30	REF
CX11307	F23F12.12.1	WBGene00017756	F23F12.12	4.22851158348997	STR_13795	STR length	30	REF
CX11314	F23F12.12.1	WBGene00017756	F23F12.12	3.41332255766238	STR_13795	STR length	30	REF
DL200	F23F12.12.1	WBGene00017756	F23F12.12	4.92680496039155	STR_13795	STR length	30	REF
DL226	F23F12.12.1	WBGene00017756	F23F12.12	4.55874353079422	STR_13795	STR length	30	REF
ECA189	F23F12.12.1	WBGene00017756	F23F12.12	4.52890454849779	STR_13795	STR length	30	REF
CB4855	F23F12.12.1	WBGene00017756	F23F12.12	3.51948775092342	STR_13795	STR length	30	REF
CB4857	F23F12.12.1	WBGene00017756	F23F12.12	3.89675347046366	STR_13795	STR length	30	REF
CB4858	F23F12.12.1	WBGene00017756	F23F12.12	4.06426699913959	STR_13795	STR length	30	REF
PB306	F23F12.12.1	WBGene00017756	F23F12.12	3.06512050313851	STR_13795	STR length	30	REF
ECA349	F23F12.12.1	WBGene00017756	F23F12.12	4.34668343538415	STR_13795	STR length	30	REF
ECA363	F23F12.12.1	WBGene00017756	F23F12.12	4.39381741585339	STR_13795	STR length	30	REF
ECA592	F23F12.12.1	WBGene00017756	F23F12.12	4.13567011053898	STR_13795	STR length	30	REF
ECA594	F23F12.12.1	WBGene00017756	F23F12.12	3.63364779793462	STR_13795	STR length	30	REF
ECA703	F23F12.12.1	WBGene00017756	F23F12.12	3.89527185301076	STR_13795	STR length	30	REF
ECA705	F23F12.12.1	WBGene00017756	F23F12.12	4.16500749395459	STR_13795	STR length	30	REF
ECA710	F23F12.12.1	WBGene00017756	F23F12.12	4.28250634252239	STR_13795	STR length	30	REF
ECA738	F23F12.12.1	WBGene00017756	F23F12.12	3.67215074132611	STR_13795	STR length	30	REF
ECA743	F23F12.12.1	WBGene00017756	F23F12.12	4.34020771807162	STR_13795	STR length	30	REF
ECA745	F23F12.12.1	WBGene00017756	F23F12.12	4.8155420248514	STR_13795	STR length	30	REF
ECA777	F23F12.12.1	WBGene00017756	F23F12.12	4.61265860630794	STR_13795	STR length	30	REF
ECA812	F23F12.12.1	WBGene00017756	F23F12.12	4.68661197881974	STR_13795	STR length	30	REF
ECA923	F23F12.12.1	WBGene00017756	F23F12.12	4.38664485609632	STR_13795	STR length	30	REF
ED3005	F23F12.12.1	WBGene00017756	F23F12.12	3.58822879291894	STR_13795	STR length	30	REF
ED3017	F23F12.12.1	WBGene00017756	F23F12.12	3.93667749031421	STR_13795	STR length	30	REF
ED3073	F23F12.12.1	WBGene00017756	F23F12.12	4.22024752760727	STR_13795	STR length	30	REF
ED3077	F23F12.12.1	WBGene00017756	F23F12.12	4.05771243604644	STR_13795	STR length	30	REF
EG4347	F23F12.12.1	WBGene00017756	F23F12.12	3.97709606290652	STR_13795	STR length	30	REF
EG4724	F23F12.12.1	WBGene00017756	F23F12.12	4.2673688752662	STR_13795	STR length	30	REF
EG4946	F23F12.12.1	WBGene00017756	F23F12.12	3.48547528624087	STR_13795	STR length	30	REF
JT11398	F23F12.12.1	WBGene00017756	F23F12.12	4.77777167780474	STR_13795	STR length	30	REF
JU1172	F23F12.12.1	WBGene00017756	F23F12.12	4.30216649909261	STR_13795	STR length	30	REF
JU1200	F23F12.12.1	WBGene00017756	F23F12.12	4.53350283386598	STR_13795	STR length	30	REF
JU1212	F23F12.12.1	WBGene00017756	F23F12.12	3.89787299928886	STR_13795	STR length	30	REF
JU1246	F23F12.12.1	WBGene00017756	F23F12.12	4.17942726178943	STR_13795	STR length	30	REF
JU1395	F23F12.12.1	WBGene00017756	F23F12.12	3.34755877320618	STR_13795	STR length	30	REF
JU1440	F23F12.12.1	WBGene00017756	F23F12.12	4.90131363031608	STR_13795	STR length	30	REF
JU1530	F23F12.12.1	WBGene00017756	F23F12.12	4.51396206907799	STR_13795	STR length	30	REF
JU1543	F23F12.12.1	WBGene00017756	F23F12.12	4.39899956567285	STR_13795	STR length	30	REF
JU1581	F23F12.12.1	WBGene00017756	F23F12.12	4.24723817308201	STR_13795	STR length	30	REF
JU1586	F23F12.12.1	WBGene00017756	F23F12.12	5.19233917345469	STR_13795	STR length	30	REF
JU1652	F23F12.12.1	WBGene00017756	F23F12.12	4.0396418879295	STR_13795	STR length	30	REF
JU1666	F23F12.12.1	WBGene00017756	F23F12.12	4.69133401646336	STR_13795	STR length	30	REF
JU1792	F23F12.12.1	WBGene00017756	F23F12.12	5.3923713287331	STR_13795	STR length	30	REF
JU1793	F23F12.12.1	WBGene00017756	F23F12.12	4.69219389815357	STR_13795	STR length	30	REF
JU1808	F23F12.12.1	WBGene00017756	F23F12.12	4.75236379376824	STR_13795	STR length	30	REF
JU1896	F23F12.12.1	WBGene00017756	F23F12.12	4.04748413946516	STR_13795	STR length	30	REF
JU1934	F23F12.12.1	WBGene00017756	F23F12.12	3.67942760119838	STR_13795	STR length	30	REF
JU2007	F23F12.12.1	WBGene00017756	F23F12.12	3.80657267889856	STR_13795	STR length	30	REF
JU2016	F23F12.12.1	WBGene00017756	F23F12.12	3.69373791818258	STR_13795	STR length	30	REF
JU2017	F23F12.12.1	WBGene00017756	F23F12.12	3.94434708264583	STR_13795	STR length	30	REF
JU2106	F23F12.12.1	WBGene00017756	F23F12.12	4.29675091342827	STR_13795	STR length	30	REF
JU2141	F23F12.12.1	WBGene00017756	F23F12.12	4.17450485345841	STR_13795	STR length	30	REF
JU2257	F23F12.12.1	WBGene00017756	F23F12.12	3.9761538501532	STR_13795	STR length	30	REF
JU2478	F23F12.12.1	WBGene00017756	F23F12.12	3.69216449496358	STR_13795	STR length	30	REF
JU2513	F23F12.12.1	WBGene00017756	F23F12.12	3.69083981248647	STR_13795	STR length	30	REF
JU2534	F23F12.12.1	WBGene00017756	F23F12.12	4.00821555668616	STR_13795	STR length	30	REF
JU2565	F23F12.12.1	WBGene00017756	F23F12.12	4.57776452202488	STR_13795	STR length	30	REF
JU2566	F23F12.12.1	WBGene00017756	F23F12.12	4.06642251578626	STR_13795	STR length	30	REF
JU2572	F23F12.12.1	WBGene00017756	F23F12.12	3.82045371043192	STR_13795	STR length	30	REF
JU2575	F23F12.12.1	WBGene00017756	F23F12.12	4.11570539201833	STR_13795	STR length	30	REF
JU2576	F23F12.12.1	WBGene00017756	F23F12.12	4.00434228241387	STR_13795	STR length	30	REF
JU2578	F23F12.12.1	WBGene00017756	F23F12.12	4.15116832971981	STR_13795	STR length	30	REF
JU2581	F23F12.12.1	WBGene00017756	F23F12.12	4.39772353433643	STR_13795	STR length	30	REF
JU2592	F23F12.12.1	WBGene00017756	F23F12.12	4.45387596724885	STR_13795	STR length	30	REF
JU2600	F23F12.12.1	WBGene00017756	F23F12.12	3.9972741801558	STR_13795	STR length	30	REF
JU2610	F23F12.12.1	WBGene00017756	F23F12.12	4.70774230448654	STR_13795	STR length	30	REF
JU2811	F23F12.12.1	WBGene00017756	F23F12.12	3.8083742059658	STR_13795	STR length	30	REF
JU2838	F23F12.12.1	WBGene00017756	F23F12.12	4.70996812685955	STR_13795	STR length	30	REF
JU2841	F23F12.12.1	WBGene00017756	F23F12.12	4.09922277709087	STR_13795	STR length	30	REF
JU2862	F23F12.12.1	WBGene00017756	F23F12.12	4.10685235079042	STR_13795	STR length	30	REF
JU2866	F23F12.12.1	WBGene00017756	F23F12.12	3.61933968072519	STR_13795	STR length	30	REF
JU2879	F23F12.12.1	WBGene00017756	F23F12.12	4.34240936933331	STR_13795	STR length	30	REF
JU2906	F23F12.12.1	WBGene00017756	F23F12.12	4.35940986693413	STR_13795	STR length	30	REF
JU2907	F23F12.12.1	WBGene00017756	F23F12.12	4.23023097154857	STR_13795	STR length	30	REF
JU310	F23F12.12.1	WBGene00017756	F23F12.12	4.55108955941628	STR_13795	STR length	30	REF
JU3128	F23F12.12.1	WBGene00017756	F23F12.12	4.01950923000968	STR_13795	STR length	30	REF
JU3132	F23F12.12.1	WBGene00017756	F23F12.12	3.7848389897682	STR_13795	STR length	30	REF
JU3134	F23F12.12.1	WBGene00017756	F23F12.12	3.82810473700181	STR_13795	STR length	30	REF
JU323	F23F12.12.1	WBGene00017756	F23F12.12	4.58745998827595	STR_13795	STR length	30	REF
JU360	F23F12.12.1	WBGene00017756	F23F12.12	4.98049083016277	STR_13795	STR length	30	REF
JU367	F23F12.12.1	WBGene00017756	F23F12.12	4.40452446651776	STR_13795	STR length	30	REF
JU394	F23F12.12.1	WBGene00017756	F23F12.12	4.27101929161132	STR_13795	STR length	30	REF
JU440	F23F12.12.1	WBGene00017756	F23F12.12	4.33732650321845	STR_13795	STR length	30	REF
JU782	F23F12.12.1	WBGene00017756	F23F12.12	3.39802311082666	STR_13795	STR length	30	REF
JU830	F23F12.12.1	WBGene00017756	F23F12.12	4.93731577707087	STR_13795	STR length	30	REF
JU847	F23F12.12.1	WBGene00017756	F23F12.12	4.03965216838949	STR_13795	STR length	30	REF
KR314	F23F12.12.1	WBGene00017756	F23F12.12	3.96478768632405	STR_13795	STR length	30	REF
MY16	F23F12.12.1	WBGene00017756	F23F12.12	4.14140927420832	STR_13795	STR length	30	REF
MY18	F23F12.12.1	WBGene00017756	F23F12.12	3.57025881682772	STR_13795	STR length	30	REF
MY1	F23F12.12.1	WBGene00017756	F23F12.12	4.55741460143208	STR_13795	STR length	30	REF
MY2147	F23F12.12.1	WBGene00017756	F23F12.12	3.98532505739919	STR_13795	STR length	30	REF
MY2212	F23F12.12.1	WBGene00017756	F23F12.12	4.28675077478978	STR_13795	STR length	30	REF
MY2573	F23F12.12.1	WBGene00017756	F23F12.12	3.99468345126121	STR_13795	STR length	30	REF
MY2585	F23F12.12.1	WBGene00017756	F23F12.12	3.73443045907565	STR_13795	STR length	30	REF
MY2713	F23F12.12.1	WBGene00017756	F23F12.12	3.87687754750438	STR_13795	STR length	30	REF
MY518	F23F12.12.1	WBGene00017756	F23F12.12	2.79322585722044	STR_13795	STR length	30	REF
MY772	F23F12.12.1	WBGene00017756	F23F12.12	3.45250878710449	STR_13795	STR length	30	REF
MY795	F23F12.12.1	WBGene00017756	F23F12.12	3.2576514061331	STR_13795	STR length	30	REF
MY920	F23F12.12.1	WBGene00017756	F23F12.12	3.43500972507995	STR_13795	STR length	30	REF
N2	F23F12.12.1	WBGene00017756	F23F12.12	3.67336704324316	STR_13795	STR length	30	REF
NIC199	F23F12.12.1	WBGene00017756	F23F12.12	5.25270863045148	STR_13795	STR length	30	REF
NIC207	F23F12.12.1	WBGene00017756	F23F12.12	4.27683324133897	STR_13795	STR length	30	REF
