transcript	pSTR	str_genotype	STR_var_exp	eQTL_Chr	eQTL_peak	eQTL_classification	eQTL_var_exp	LD	LD_level	nSTR_pheno
F22B7.5b.1	STR_13669	STR genotype	0.2	III	8612723	Local eQTL	0.19	0.98	High LD	2
F22B7.5b.1	STR_13669	STR length	0.19	III	8612723	Local eQTL	0.18	0.98	High LD	2
F22B8.6a.1	STR_25415	STR genotype	0.4	V	15914815	Local eQTL	0.43	0.66	Moderate LD	2
F22B8.6a.1	STR_25415	STR length	0.4	V	15914815	Local eQTL	0.43	0.66	Moderate LD	2
F22E10.4	STR_30355	STR genotype	0.06	X	12663453	Local eQTL	0.19	0.87	High LD	3
F22E10.4	STR_30355	STR length	0.19	X	12663453	Local eQTL	0.19	0.87	High LD	3
F22E5.12.1	STR_6580	STR genotype	0.61	II	2631593	Local eQTL	0.66	0.96	High LD	2
F22E5.12.1	STR_6642	STR length	0.45	II	2631593	Local eQTL	0.67	0.66	Moderate LD	2
F22E5.20.1	STR_6624	STR genotype	0.2	II	2335169	Local eQTL	0.23	0.37	Moderate LD	2
F22E5.20.1	STR_6624	STR length	0.2	II	2335169	Local eQTL	0.23	0.36	Moderate LD	2
F22E5.7.1	STR_6557	STR genotype	0.01	II	2698131	Local eQTL	0.5	0.47	Moderate LD	3
F22E5.7.1	STR_6557	STR length	0.45	II	2698131	Local eQTL	0.49	0.46	Moderate LD	3
F22E5.8.1	STR_6580	STR genotype	0.54	II	2684656	Local eQTL	0.6	0.6	Moderate LD	2
F22E5.8.1	STR_6635	STR length	0.49	II	2684656	Local eQTL	0.58	0.65	Moderate LD	2
F22F1.2.1	STR_29385	STR genotype	0.26	X	7403372	Local eQTL	0.28	0.96	High LD	2
F22F1.2.1	STR_29352	STR length	0.24	X	7403372	Local eQTL	0.24	1	High LD	2
F22F7.5a.1	STR_22425	STR genotype	0.2	V	2259399	Local eQTL	0.28	0.57	Moderate LD	3
F22F7.5a.1	STR_22423	STR length	0.22	V	2259399	Local eQTL	0.3	0.53	Moderate LD	2
F22G12.8	STR_5175	STR genotype	0.15	I	13295704	Local eQTL	0.24	0.77	High LD	2
F22G12.8	STR_5175	STR length	0.15	I	13295704	Local eQTL	0.24	0.77	High LD	2
F22H10.6.2	STR_31861	STR genotype	0.05	X	16746079	Local eQTL	0.22	0.09	Low LD	4
F22H10.6.2	STR_31591	STR length	0	X	16746079	Local eQTL	0.2	0.04	Low LD	4
F23A7.4.1	STR_31649	STR genotype	0.37	X	16923374	Local eQTL	0.34	0.78	High LD	2
F23A7.4.1	STR_31649	STR length	0.37	X	16923374	Local eQTL	0.34	0.78	High LD	2
F23A7.8.1	STR_31506	STR genotype	0.18	X	15951652	Local eQTL	0.19	0.9	High LD	2
F23A7.8.1	STR_31506	STR length	0.18	X	15951652	Local eQTL	0.19	0.9	High LD	2
F23B12.6.1	STR_25061	STR genotype	0.5	V	14447671	Local eQTL	0.91	0.35	Moderate LD	3
F23B12.6.1	STR_25061	STR length	0.5	V	14447671	Local eQTL	0.91	0.35	Moderate LD	3
F23B12.6.2	STR_24882	STR genotype	0.21	V	14447671	Local eQTL	0.37	0.39	Moderate LD	3
F23B12.6.2	STR_24991	STR length	0.4	V	14447671	Local eQTL	0.51	0.39	Moderate LD	2
F23C8.3b.1	STR_1400	STR genotype	0.33	I	2440304	Local eQTL	0.45	0.69	Moderate LD	2
F23C8.3b.1	STR_1400	STR length	0.33	I	2440304	Local eQTL	0.45	0.69	Moderate LD	2
F23C8.4.1	STR_1396	STR genotype	0.41	I	2433866	Local eQTL	0.81	0.39	Moderate LD	3
F23C8.4.1	STR_1346	STR length	0.01	I	2433866	Local eQTL	0.81	0.04	Low LD	3
F23C8.7.1	STR_1346	STR genotype	0.38	I	2415282	Local eQTL	0.57	0.49	Moderate LD	3
F23C8.7.1	STR_1346	STR length	0.55	I	2415282	Local eQTL	0.57	0.49	Moderate LD	3
F23C8.9.1	STR_1377	STR genotype	0.37	I	2297690	Local eQTL	0.37	1	High LD	2
F23C8.9.1	STR_1322	STR length	0.32	I	2297690	Local eQTL	0.38	0.81	High LD	2
F23D12.10a.1	STR_30836	STR genotype	0.48	X	14415205	Local eQTL	0.57	0.68	Moderate LD	3
F23D12.10a.1	STR_30836	STR length	0.45	X	14415205	Local eQTL	0.57	0.68	Moderate LD	3
F23D12.10b.1	STR_30687	STR genotype	0.17	X	14412631	Local eQTL	0.23	0.53	Moderate LD	2
F23D12.10b.1	STR_30687	STR length	0.17	X	14412631	Local eQTL	0.23	0.53	Moderate LD	2
F23D12.3.1	STR_30801	STR genotype	0.45	X	14442725	Local eQTL	0.69	0.57	Moderate LD	2
F23D12.3.1	STR_30801	STR length	0.44	X	14442725	Local eQTL	0.69	0.57	Moderate LD	2
F23D12.4.2	STR_30736	STR genotype	0.34	X	14421989	Local eQTL	0.47	0.65	Moderate LD	2
F23D12.4.2	STR_30980	STR length	0.18	X	14421989	Local eQTL	0.44	0.11	Low LD	3
F23D12.9	STR_30759	STR genotype	0.62	X	14373933	Local eQTL	0.62	0.93	High LD	2
F23D12.9	STR_30759	STR length	0.63	X	14373933	Local eQTL	0.63	0.97	High LD	2
F23F12.13.1	STR_13123	STR genotype	0	III	5925228	Local eQTL	0.24	0.33	Moderate LD	3
F23F12.13.1	STR_13123	STR length	0.17	III	5925228	Local eQTL	0.24	0.33	Moderate LD	3
F23G4.1.1	STR_29231	STR genotype	0.75	X	6371992	Local eQTL	0.76	0.98	High LD	2
F23G4.1.1	STR_29178	STR length	0.72	X	6371992	Local eQTL	0.72	1	High LD	2
F25C8.3e.1	STR_27152	STR genotype	0.21	V	20130859	Local eQTL	0.21	0.57	Moderate LD	2
F25C8.3e.1	STR_27152	STR length	0.21	V	20130859	Local eQTL	0.21	0.57	Moderate LD	2
F25E2.5g.1	STR_27633	STR genotype	0.16	X	1165747	Local eQTL	0.16	0.69	Moderate LD	2
F25E2.5g.1	STR_27633	STR length	0.15	X	1165747	Local eQTL	0.15	0.53	Moderate LD	2
F25H2.5.2	STR_3785	STR genotype	0.5	I	10398584	Local eQTL	0.44	0.94	High LD	2
F25H2.5.2	STR_3785	STR length	0.5	I	10398584	Local eQTL	0.44	0.94	High LD	2
F25H8.1a.1	STR_19365	STR genotype	0.38	IV	9116894	Local eQTL	0.39	0.9	High LD	2
F25H8.1a.1	STR_19414	STR length	0.39	IV	9116894	Local eQTL	0.39	0.81	High LD	2
F25H9.5a.2	STR_24994	STR genotype	0.11	V	13411831	Local eQTL	0.21	0.52	Moderate LD	3
F25H9.5a.2	STR_24994	STR length	0.01	V	13411831	Local eQTL	0.21	0.52	Moderate LD	3
F26A3.5.1	STR_3157	STR genotype	0.21	I	7570359	Local eQTL	0.19	0.87	High LD	2
F26A3.5.1	STR_3130	STR length	0.2	I	7570359	Local eQTL	0.19	0.87	High LD	2
F26D2.2.1	STR_25430	STR genotype	0.2	V	16667099	Local eQTL	0.23	0.7	High LD	3
F26D2.2.1	STR_25429	STR length	0.15	V	16667099	Local eQTL	0.24	0.73	High LD	4
F26D2.3a.1	STR_25472	STR genotype	0.17	V	16370076	Local eQTL	0.24	0.76	High LD	2
F26D2.3a.1	STR_25472	STR length	0.18	V	16370076	Local eQTL	0.25	0.76	High LD	2
F26E4.12.1	STR_3577	STR genotype	0.43	I	9574181	Local eQTL	0.43	1	High LD	2
F26E4.12.1	STR_3590	STR length	0.35	I	9574181	Local eQTL	0.43	0.75	High LD	2
F26E4.12.2	STR_3653	STR genotype	0.41	I	9574181	Local eQTL	0.41	1	High LD	2
F26E4.12.2	STR_3675	STR length	0.37	I	9574181	Local eQTL	0.41	0.86	High LD	2
F26F2.1.1	STR_27144	STR genotype	0.26	V	20223274	Local eQTL	0.29	0.77	High LD	2
F26F2.1.1	STR_27166	STR length	0.25	V	20223274	Local eQTL	0.26	0.79	High LD	2
F26F4.1.2	STR_12914	STR genotype	0.15	III	4922974	Local eQTL	0.15	0.97	High LD	2
F26F4.1.2	STR_12813	STR length	0.15	III	4922974	Local eQTL	0.16	0.89	High LD	2
F26F4.3.1	STR_12915	STR genotype	0.07	III	4922974	Local eQTL	0.38	0.28	Low LD	5
F26F4.3.1	STR_12915	STR length	0.42	III	4922974	Local eQTL	0.38	0.28	Low LD	5
F26G1.6a.1	STR_7428	STR genotype	0.18	II	4837879	Local eQTL	0.16	0.74	High LD	2
F26G1.6a.1	STR_7409	STR length	0.16	II	4837879	Local eQTL	0.16	0.92	High LD	2
F26H11.4.1	STR_10347	STR genotype	0.27	II	15175263	Local eQTL	0.2	0.33	Moderate LD	3
F26H11.4.1	STR_10294	STR length	0.21	II	15175263	Local eQTL	0.22	0.85	High LD	2
F26H9.7b.1	STR_3437	STR genotype	0.23	I	9053315	Local eQTL	0.23	1	High LD	2
F26H9.7b.1	STR_3568	STR length	0.21	I	9053315	Local eQTL	0.23	0.84	High LD	2
F27B3.7	STR_13256	STR genotype	0.34	III	5907927	Local eQTL	0.37	0.96	High LD	2
F27B3.7	STR_13256	STR length	0.34	III	5907927	Local eQTL	0.37	0.96	High LD	2
F28A10.13.1	STR_5983	STR genotype	0.18	II	745191	Local eQTL	0.2	1	High LD	3
F28A10.13.1	STR_5770	STR length	0.15	II	745191	Local eQTL	0.18	0.86	High LD	2
F28A10.3.1	STR_6010	STR genotype	0.62	II	837397	Local eQTL	0.73	0.89	High LD	2
F28A10.3.1	STR_6010	STR length	0.62	II	837397	Local eQTL	0.73	0.89	High LD	2
F28A10.5.1	STR_6006	STR genotype	0.39	II	873752	Local eQTL	0.38	0.8	High LD	3
F28A10.5.1	STR_6004	STR length	0.26	II	873752	Local eQTL	0.39	0.62	Moderate LD	2
F28C6.4a.1	STR_8162	STR genotype	0.19	II	8486946	Local eQTL	0.26	0.94	High LD	2
F28C6.4a.1	STR_8162	STR length	0.19	II	8486946	Local eQTL	0.26	0.94	High LD	2
F28C6.4a.2	STR_8144	STR genotype	0.39	II	8486946	Local eQTL	0.39	1	High LD	2
F28C6.4a.2	STR_8162	STR length	0.39	II	8486946	Local eQTL	0.44	0.94	High LD	2
F28D9.4.2	STR_4332	STR genotype	0.27	I	10926712	Local eQTL	0.26	0.1	Low LD	3
F28D9.4.2	STR_4332	STR length	0.09	I	10926712	Local eQTL	0.26	0.09	Low LD	3
F28E10.16	STR_18282	STR genotype	0.57	IV	4726162	Local eQTL	0.45	0.43	Moderate LD	3
F28E10.16	STR_18282	STR length	0.36	IV	4726162	Local eQTL	0.45	0.43	Moderate LD	3
F28E10.5	STR_18282	STR genotype	0.44	IV	4726162	Local eQTL	0.59	0.43	Moderate LD	3
F28E10.5	STR_18282	STR length	0.64	IV	4726162	Local eQTL	0.59	0.43	Moderate LD	3
F28F8.10	STR_25145	STR genotype	0.29	V	15407302	Local eQTL	0.28	0.66	Moderate LD	2
F28F8.10	STR_25145	STR length	0.29	V	15407302	Local eQTL	0.28	0.66	Moderate LD	2
F28F8.4.2	STR_25133	STR genotype	0.75	V	15848300	Local eQTL	0.67	0.85	High LD	3
F28F8.4.2	STR_25326	STR length	0.71	V	15848300	Local eQTL	0.68	0.91	High LD	2
F28G4.1.1	STR_25456	STR genotype	0.48	V	16175482	Local eQTL	0.51	0.9	High LD	2
F28G4.1.1	STR_25456	STR length	0.47	V	16175482	Local eQTL	0.51	0.9	High LD	2
F28H6.2a.2	STR_30769	STR genotype	0.29	X	14216400	Local eQTL	0.28	0.69	Moderate LD	2
F28H6.2a.2	STR_30769	STR length	0.29	X	14216400	Local eQTL	0.28	0.68	Moderate LD	2
F28H6.6.1	STR_30776	STR genotype	0.1	X	14168507	Local eQTL	0.17	0.12	Low LD	3
F28H6.6.1	STR_30776	STR length	0.2	X	14168507	Local eQTL	0.18	0.11	Low LD	2
F29B9.1.1	STR_18272	STR genotype	0.19	IV	4544278	Local eQTL	0.16	0.16	Low LD	3
F29B9.1.1	STR_18305	STR length	0.17	IV	4544278	Local eQTL	0.17	1	High LD	2
F29C12.4.2	STR_9729	STR genotype	0.19	II	13121173	Local eQTL	0.39	0.5	Moderate LD	2
F29C12.4.2	STR_9729	STR length	0.19	II	13121173	Local eQTL	0.39	0.5	Moderate LD	2
F29F11.6.2	STR_24349	STR genotype	0.48	V	11516185	Local eQTL	0.54	0.59	Moderate LD	2
F29F11.6.2	STR_24349	STR length	0.48	V	11516185	Local eQTL	0.54	0.54	Moderate LD	2
F29G9.2a.2	STR_23619	STR genotype	0.33	V	6018874	Local eQTL	0.45	0.75	High LD	2
F29G9.2a.2	STR_23619	STR length	0.32	V	6018874	Local eQTL	0.43	0.6	Moderate LD	2
F29G9.3.1	STR_23619	STR genotype	0.2	V	6018874	Local eQTL	0.23	0.75	High LD	2
F29G9.3.1	STR_23619	STR length	0.2	V	6018874	Local eQTL	0.22	0.6	Moderate LD	2
F29G9.7	STR_23571	STR genotype	0.21	V	6021453	Local eQTL	0.21	0.95	High LD	2
F29G9.7	STR_23571	STR length	0.21	V	6021453	Local eQTL	0.21	0.95	High LD	2
F31B12.4.1	STR_30004	STR genotype	0.35	X	11122406	Local eQTL	0.35	0.94	High LD	2
F31B12.4.1	STR_30004	STR length	0.35	X	11122406	Local eQTL	0.35	0.94	High LD	2
F31E3.6.1	STR_13193	STR genotype	0.39	III	6591675	Local eQTL	0.44	0.84	High LD	2
F31E3.6.1	STR_13193	STR length	0.39	III	6591675	Local eQTL	0.44	0.84	High LD	2
F31E3.6.2	STR_13193	STR genotype	0.68	III	6591675	Local eQTL	0.75	0.84	High LD	2
F31E3.6.2	STR_13193	STR length	0.68	III	6591675	Local eQTL	0.75	0.84	High LD	2
F31E9.3.1	STR_25500	STR genotype	0.24	V	16770123	Local eQTL	0.37	0.74	High LD	3
F31E9.3.1	STR_25500	STR length	0.3	V	16770123	Local eQTL	0.37	0.74	High LD	3
F31E9.8	STR_25500	STR genotype	0.43	V	16968524	Local eQTL	0.71	0.8	High LD	3
F31E9.8	STR_25500	STR length	0.5	V	16968524	Local eQTL	0.71	0.8	High LD	3
F31F4.15a.1	STR_21980	STR genotype	0.27	V	611941	Local eQTL	0.32	0.66	Moderate LD	3
F31F4.15a.1	STR_21808	STR length	0.18	V	611941	Local eQTL	0.34	0.61	Moderate LD	2
F31F4.15b.1	STR_21880	STR genotype	0.34	V	880841	Local eQTL	0.36	0.83	High LD	2
F31F4.15b.1	STR_21756	STR length	0.33	V	880841	Local eQTL	0.35	0.68	Moderate LD	2
F31F4.1a.1	STR_21880	STR genotype	0.84	V	531696	Local eQTL	0.84	1	High LD	2
F31F4.1a.1	STR_21756	STR length	0.82	V	531696	Local eQTL	0.85	0.97	High LD	2
F31F4.1a.2	STR_21756	STR genotype	0.41	V	531696	Local eQTL	0.43	0.97	High LD	2
F31F4.1a.2	STR_21756	STR length	0.41	V	531696	Local eQTL	0.43	0.97	High LD	2
F31F4.1b.1	STR_21880	STR genotype	0.63	V	590639	Local eQTL	0.66	0.84	High LD	2
F31F4.1b.1	STR_21808	STR length	0.62	V	590639	Local eQTL	0.69	0.93	High LD	2
F31F6.3.1	STR_30888	STR genotype	0.18	X	14921959	Local eQTL	0.22	0.59	Moderate LD	2
F31F6.3.1	STR_30888	STR length	0.18	X	14921959	Local eQTL	0.22	0.59	Moderate LD	2
F32A11.2.1	STR_9628	STR genotype	0.34	II	13157045	Local eQTL	0.6	0.62	Moderate LD	4
F32A11.2.1	STR_9572	STR length	0.19	II	13157045	Local eQTL	0.61	0.23	Low LD	2
F32A11.2.2	STR_9628	STR genotype	0.49	II	13157045	Local eQTL	0.95	0.62	Moderate LD	4
F32A11.2.2	STR_9572	STR length	0.24	II	13157045	Local eQTL	0.94	0.23	Low LD	2
F32A11.4	STR_9476	STR genotype	0.59	II	13148489	Local eQTL	0.62	0.59	Moderate LD	2
F32A11.4	STR_9476	STR length	0.59	II	13148489	Local eQTL	0.62	0.59	Moderate LD	2
F32A7.5b.1	STR_5652	STR genotype	0.2	I	14880240	Local eQTL	0.27	0.94	High LD	3
F32A7.5b.1	STR_5652	STR length	0.25	I	14880240	Local eQTL	0.27	0.94	High LD	3
F32A7.5c.1	STR_5652	STR genotype	0.66	I	14880240	Local eQTL	0.86	0.94	High LD	3
F32A7.5c.1	STR_5652	STR length	0.74	I	14880240	Local eQTL	0.86	0.94	High LD	3
F32A7.7.1	STR_5652	STR genotype	0.2	I	14880240	Local eQTL	0.35	0.94	High LD	3
F32A7.7.1	STR_5652	STR length	0.35	I	14880240	Local eQTL	0.35	0.94	High LD	3
F32B5.2.1	STR_1679	STR genotype	0.42	I	2852511	Local eQTL	0.41	0.84	High LD	2
F32B5.2.1	STR_1619	STR length	0.34	I	2852511	Local eQTL	0.39	0.67	Moderate LD	2
F32B5.4.1	STR_1517	STR genotype	0.19	I	2655826	Local eQTL	0.19	0.9	High LD	2
F32B5.4.1	STR_1517	STR length	0.19	I	2655826	Local eQTL	0.19	0.9	High LD	2
F32D1.3a.1	STR_23050	STR genotype	0.27	V	4104726	Local eQTL	0.44	0.66	Moderate LD	3
F32D1.3a.1	STR_23050	STR length	0.22	V	4104726	Local eQTL	0.44	0.66	Moderate LD	3
F32D8.14a.1	STR_24537	STR genotype	0.14	V	10487063	Local eQTL	0.22	0.46	Moderate LD	2
F32D8.14a.1	STR_24537	STR length	0.14	V	10487063	Local eQTL	0.22	0.4	Moderate LD	2
F32E10.9.1	STR_19019	STR genotype	0.28	IV	7517532	Local eQTL	0.34	0.62	Moderate LD	4
F32E10.9.1	STR_18880	STR length	0.32	IV	7517532	Local eQTL	0.38	0.89	High LD	2
F33A8.3.1	STR_8715	STR genotype	0.66	II	11027007	Local eQTL	0.66	1	High LD	2
F33A8.3.1	STR_8715	STR length	0.66	II	11027007	Local eQTL	0.66	0.97	High LD	2
F33A8.9.1	STR_8654	STR genotype	0.46	II	11043780	Local eQTL	0.51	0.79	High LD	2
F33A8.9.1	STR_8654	STR length	0.46	II	11043780	Local eQTL	0.51	0.79	High LD	2
F33E11.1a.2	STR_21806	STR genotype	0.2	V	849574	Local eQTL	0.03	0.1	Low LD	2
F33E11.1a.2	STR_21806	STR length	0.2	V	849574	Local eQTL	0.03	0.1	Low LD	2
F33E11.2a.2	STR_21813	STR genotype	0.33	V	479253	Local eQTL	0.45	0.66	Moderate LD	2
F33E11.2a.2	STR_21813	STR length	0.33	V	479253	Local eQTL	0.45	0.66	Moderate LD	2
F33H12.1.1	STR_6624	STR genotype	0.32	II	2219377	Local eQTL	0.41	0.43	Moderate LD	2
F33H12.1.1	STR_6624	STR length	0.32	II	2219377	Local eQTL	0.41	0.43	Moderate LD	2
F33H1.2.1	STR_8541	STR genotype	0.27	II	10352335	Local eQTL	0.27	1	High LD	2
F33H1.2.1	STR_8541	STR length	0.32	II	10352335	Local eQTL	0.23	0.83	High LD	2
F33H2.1.2	STR_5696	STR genotype	0.15	I	15017695	Local eQTL	0.15	1	High LD	2
F33H2.1.2	STR_5696	STR length	0.15	I	15017695	Local eQTL	0.15	1	High LD	2
F33H2.2.2	STR_5696	STR genotype	0.38	I	14796721	Local eQTL	0.41	0.93	High LD	2
F33H2.2.2	STR_5696	STR length	0.38	I	14796721	Local eQTL	0.41	0.93	High LD	2
F33H2.6.1	STR_5729	STR genotype	0.15	I	14960119	Local eQTL	0.3	0.19	Low LD	3
F33H2.6.1	STR_5675	STR length	0.25	I	14960119	Local eQTL	0.27	0.83	High LD	2
F33H2.6.2	STR_5682	STR genotype	0.82	I	14802008	Local eQTL	0.82	1	High LD	2
F33H2.6.2	STR_5682	STR length	0.82	I	14802008	Local eQTL	0.82	1	High LD	2
F33H2.7.1	STR_5696	STR genotype	0.15	I	15017695	Local eQTL	0.15	1	High LD	2
F33H2.7.1	STR_5696	STR length	0.15	I	15017695	Local eQTL	0.15	1	High LD	2
F33H2.7.2	STR_5696	STR genotype	0.58	I	14796721	Local eQTL	0.61	0.93	High LD	2
F33H2.7.2	STR_5696	STR length	0.58	I	14796721	Local eQTL	0.61	0.93	High LD	2
F35C11.2.1	STR_8173	STR genotype	0.3	II	8028883	Local eQTL	0.46	0.79	High LD	3
F35C11.2.1	STR_8173	STR length	0.36	II	8028883	Local eQTL	0.46	0.79	High LD	3
F35C5.5b.1	STR_9495	STR genotype	0.03	II	12878710	Local eQTL	0.22	0.48	Moderate LD	3
F35C5.5b.1	STR_9366	STR length	0.14	II	12878710	Local eQTL	0.18	0.06	Low LD	2
F35C8.5.1	STR_28926	STR length	0.16	X	5097762	Local eQTL	0.2	0.1	Low LD	3
F35D11.5.2	STR_7356	STR genotype	0.38	II	5354423	Local eQTL	0.42	0.68	Moderate LD	2
F35D11.5.2	STR_7356	STR length	0.38	II	5354423	Local eQTL	0.41	0.68	Moderate LD	2
F35E12.7b.1	STR_24994	STR genotype	0.2	V	14203407	Local eQTL	0.24	0.74	High LD	3
F35E12.7b.1	STR_24994	STR length	0.06	V	14203407	Local eQTL	0.24	0.74	High LD	3
F35E12.9b.1	STR_24882	STR genotype	0.69	V	13750203	Local eQTL	0.7	0.88	High LD	3
F35E12.9b.1	STR_24904	STR length	0.62	V	13750203	Local eQTL	0.63	0.84	High LD	2
F36D3.1.1	STR_25430	STR genotype	0.87	V	16488651	Local eQTL	0.98	0.89	High LD	2
F36D3.1.1	STR_25500	STR length	0.8	V	16488651	Local eQTL	0.98	0.88	High LD	2
F36D3.1.2	STR_25430	STR genotype	0.84	V	16488651	Local eQTL	0.94	0.89	High LD	2
F36D3.1.2	STR_25500	STR length	0.84	V	16488651	Local eQTL	0.94	0.88	High LD	2
F36D3.2.1	STR_25429	STR genotype	0.3	V	16488651	Local eQTL	0.65	0.9	High LD	4
F36D3.2.1	STR_25429	STR length	0.3	V	16488651	Local eQTL	0.62	0.9	High LD	4
F36D3.3.1	STR_25500	STR genotype	0.12	V	16578790	Local eQTL	0.3	0.83	High LD	3
F36D3.3.1	STR_25500	STR length	0.29	V	16578790	Local eQTL	0.3	0.83	High LD	3
F36D3.4.1	STR_25432	STR genotype	0.5	V	16501097	Local eQTL	0.5	0.71	High LD	3
F36D3.4.1	STR_25429	STR length	0.47	V	16501097	Local eQTL	0.53	0.71	High LD	4
F36D4.5b.2	STR_24154	STR genotype	0.33	V	9343160	Local eQTL	0.33	1	High LD	2
F36D4.5b.2	STR_24154	STR length	0.33	V	9343160	Local eQTL	0.33	1	High LD	2
F36G3.1.1	STR_29813	STR genotype	0.15	X	9622110	Local eQTL	0.15	1	High LD	2
F36H12.10.1	STR_18462	STR genotype	0.53	IV	5433699	Local eQTL	0.49	0.92	High LD	2
F36H12.10.1	STR_18270	STR length	0.45	IV	5433699	Local eQTL	0.52	0.64	Moderate LD	2
F36H12.10.2	STR_18462	STR genotype	0.66	IV	5433699	Local eQTL	0.6	0.92	High LD	2
F36H12.10.2	STR_18270	STR length	0.54	IV	5433699	Local eQTL	0.62	0.64	Moderate LD	2
F36H12.17.1	STR_18435	STR genotype	0.09	IV	5342758	Local eQTL	0.58	0.55	Moderate LD	3
F36H12.17.1	STR_18435	STR length	0.58	IV	5342758	Local eQTL	0.58	0.54	Moderate LD	2
F36H12.7.1	STR_18435	STR genotype	0.37	IV	5282447	Local eQTL	0.44	0.7	High LD	3
F36H12.7.1	STR_18551	STR length	0.41	IV	5282447	Local eQTL	0.41	0.61	Moderate LD	2
F36H5.1.1	STR_6316	STR genotype	0.8	II	1678404	Local eQTL	0.81	0.95	High LD	2
F36H5.1.1	STR_6316	STR length	0.8	II	1678404	Local eQTL	0.81	0.95	High LD	2
F36H5.14.1	STR_6102	STR genotype	0.24	II	1612208	Local eQTL	0.28	0.87	High LD	2
F36H5.14.1	STR_6312	STR length	0.24	II	1612208	Local eQTL	0.27	0.86	High LD	2
F36H5.14.2	STR_6316	STR genotype	0.78	II	1180779	Local eQTL	0.78	1	High LD	2
F36H5.14.2	STR_6316	STR length	0.78	II	1180779	Local eQTL	0.78	1	High LD	2
F36H5.2	STR_6316	STR genotype	0.9	II	1180779	Local eQTL	0.9	1	High LD	2
F36H5.2	STR_6316	STR length	0.9	II	1180779	Local eQTL	0.9	1	High LD	2
F36H9.4a.1	STR_22295	STR genotype	0.18	V	1479838	Local eQTL	0.24	0.91	High LD	4
F36H9.4a.1	STR_22327	STR length	0.18	V	1479838	Local eQTL	0.23	0.92	High LD	2
F37B1.1.1	STR_9962	STR genotype	0.18	II	13643165	Local eQTL	0.21	0.5	Moderate LD	3
F37B1.1.1	STR_9962	STR length	0.18	II	13643165	Local eQTL	0.21	0.5	Moderate LD	2
F37B4.7.1	STR_22790	STR genotype	0.55	V	3232905	Local eQTL	0.56	0.92	High LD	2
F37B4.7.1	STR_22790	STR length	0.55	V	3232905	Local eQTL	0.56	0.92	High LD	2
F37F2.2.2	STR_854	STR genotype	0.58	I	1498077	Local eQTL	0.57	0.88	High LD	2
F37F2.2.2	STR_915	STR length	0.52	I	1498077	Local eQTL	0.54	0.83	High LD	2
F37H8.2	STR_8839	STR genotype	0.08	II	11178164	Local eQTL	0.59	0.47	Moderate LD	6
F37H8.2	STR_8654	STR length	0.4	II	11178164	Local eQTL	0.56	0.49	Moderate LD	2
F37H8.6.1	STR_8839	STR genotype	0.1	II	11178164	Local eQTL	0.58	0.47	Moderate LD	6
F37H8.6.1	STR_8654	STR length	0.3	II	11178164	Local eQTL	0.53	0.49	Moderate LD	2
F38A1.10.1	STR_16505	STR genotype	0.26	IV	1090032	Local eQTL	0.46	0.34	Moderate LD	3
F38A1.10.1	STR_16505	STR length	0.31	IV	1090032	Local eQTL	0.46	0.34	Moderate LD	3
F38A1.5.2	STR_16588	STR genotype	0.27	IV	1248404	Local eQTL	0.36	0.84	High LD	2
F38A1.7.1	STR_16510	STR genotype	0.14	IV	1277863	Local eQTL	0.15	0.57	Moderate LD	3
F38A5.2a.2	STR_18867	STR genotype	0.51	IV	6904713	Local eQTL	0.57	0.59	Moderate LD	2
F38A5.2a.2	STR_18956	STR length	0.04	IV	6904713	Local eQTL	0.57	0.32	Moderate LD	3
F38A5.2b.1	STR_18867	STR genotype	0.46	IV	6904713	Local eQTL	0.47	0.59	Moderate LD	2
F38A5.2b.1	STR_18956	STR length	0.05	IV	6904713	Local eQTL	0.48	0.32	Moderate LD	3
F38A5.2b.2	STR_18956	STR length	0.06	IV	6904713	Local eQTL	0.2	0.32	Moderate LD	3
F38E11.1.2	STR_19365	STR genotype	0.46	IV	9116894	Local eQTL	0.45	0.9	High LD	2
F38E11.1.2	STR_19365	STR length	0.46	IV	9116894	Local eQTL	0.46	0.93	High LD	2
F38E11.7a.1	STR_19300	STR genotype	0.23	IV	9116894	Local eQTL	0.24	0.9	High LD	2
F38E11.7a.1	STR_19275	STR length	0.23	IV	9116894	Local eQTL	0.24	0.9	High LD	2
F38E11.7b.1	STR_19300	STR genotype	0.18	IV	9116894	Local eQTL	0.21	0.9	High LD	2
F38E11.7b.1	STR_19279	STR length	0.19	IV	9116894	Local eQTL	0.22	0.89	High LD	2
F38E11.8	STR_19300	STR genotype	0.34	IV	8500701	Local eQTL	0.39	0.58	Moderate LD	2
F38E11.8	STR_19279	STR length	0.35	IV	8500701	Local eQTL	0.42	0.55	Moderate LD	2
F38H12.3a.1	STR_23049	STR genotype	0.77	V	4088441	Local eQTL	0.84	0.93	High LD	2
F38H12.3a.1	STR_23049	STR length	0.77	V	4088441	Local eQTL	0.84	0.93	High LD	2
F39B2.3.1	STR_5652	STR genotype	0.18	I	14787570	Local eQTL	0.28	0.13	Low LD	3
F39B2.3.1	STR_5652	STR length	0.01	I	14787570	Local eQTL	0.28	0.13	Low LD	3
F39B2.5.2	STR_5619	STR genotype	0.32	I	14676713	Local eQTL	0.35	0.92	High LD	2
F39B2.5.2	STR_5619	STR length	0.32	I	14676713	Local eQTL	0.34	0.94	High LD	2
